"STATION","NAME","DATE","AWND","PRCP","SNOW","TMAX","TMIN","TOBS"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2019-12-28",,"1.8","0.0","20.0","16.1","18.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2019-12-29",,"5.6","0.0","21.7","3.3","5.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2019-12-30",,"0.0","0.0","14.4","0.0","3.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2019-12-31",,"0.0","0.0","14.4","-1.1","3.9"
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-01",,"13.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-02",,"1.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-03",,"26.7",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-04",,"14.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-05",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-06",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-07",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-08",,"0.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-09",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-10",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-11",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-12",,"3.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-13",,"10.2",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-14",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-15",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-16",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-17",,"3.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-18",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-19",,"23.9",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-20",,"2.8",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-21",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-22",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-23",,"6.9",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-24",,"22.1",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-25",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-26",,"0.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-27",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-28",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-29",,"10.4",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-30",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-01-31",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-01",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-02",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-03",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-04",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-05",,"0.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-06",,"19.1",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-07",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-08",,"2.8",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-09",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-10",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-11",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-12",,"36.1",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-13",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-14",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-15",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-16",,"0.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-17",,"1.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-18",,"11.2",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-19",,"2.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-20",,"67.6",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-21",,"0.8",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-22",,"56.4",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-23",,"64.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-24",,"2.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-25",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-26",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-27",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-02-28",,"5.1",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-01",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-02",,"1.8",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-03",,"14.7",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-04",,"14.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-05",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-06",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-07",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-12",,,,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-13",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-14",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-15",,"11.2",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-16",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-17",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-18",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-19",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-20",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-21",,"2.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-22",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-23",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-24",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-25",,"26.2",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-26",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-27",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-28",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-29",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-30",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-03-31",,"3.6",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-01",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-02",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-03",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-04",,"9.7",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-05",,"19.8",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-06",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-07",,"17.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-08",,"33.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-09",,"22.6",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-10",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-11",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-12",,"7.4",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-13",,"5.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-14",,"66.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-15",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-16",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-17",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-18",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-19",,"36.1",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-20",,"0.5","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-21",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-22",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-23",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-24",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-25",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-26",,"17.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-27",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-28",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-29",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-04-30",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-01",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-02",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-03",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-04",,"30.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-05",,"12.7",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-06",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-07",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-08",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-09",,"154.4",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-10",,"17.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-11",,"16.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-12",,"48.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-13",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-14",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-15",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-16",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-17",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-18",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-19",,"32.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-20",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-21",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-22",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-23",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-24",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-25",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-26",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-27",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-28",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-29",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-30",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-05-31",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-01",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-02",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-03",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-04",,"6.1",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-05",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-06",,"2.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-07",,"7.9",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-08",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-09",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-10",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-11",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-12",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-13",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-14",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-15",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-16",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-17",,"20.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-18",,"18.8",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-19",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-20",,"20.8",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-21",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-22",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-23",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-24",,"90.4",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-25",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-26",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-27",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-28",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-29",,"13.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-06-30",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-01",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-02",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-03",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-04",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-05",,"1.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-06",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-07",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-08",,"48.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-09",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-10",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-11",,"9.1",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-12",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-13",,"0.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-14",,"5.8",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-15",,"68.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-16",,"2.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-17",,"23.9",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-18",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-19",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-20",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-21",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-22",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-23",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-24",,"0.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-25",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-26",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-27",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-28",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-29",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-30",,"34.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-07-31",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-01",,"19.8",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-02",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-03",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-04",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-05",,"0.8",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-06",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-07",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-08",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-09",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-10",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-11",,"13.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-12",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-13",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-14",,"10.7",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-15",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-16",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-17",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-18",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-19",,"45.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-20",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-21",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-22",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-23",,"2.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-24",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-25",,"1.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-26",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-27",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-28",,"5.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-29",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-30",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-08-31",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-01",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-02",,"0.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-03",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-04",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-05",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-06",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-07",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-08",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-09",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-10",,"1.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-11",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-12",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-13",,"1.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-14",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-15",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-16",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-17",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-18",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-19",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-20",,"2.5",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-21",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-22",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-23",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-24",,"1.0",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-25",,"2.3",,,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-26",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-27",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-28",,"0.0","0.0",,,
"US1MSWS0001","LELAND 3.3 ENE, MS US","2019-09-29",,"0.0","0.0",,,
