"STATION","NAME","DATE","AWND","PRCP","SNOW","TMAX","TMIN","TOBS"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-08",,"0.0","0.0","4.4","-4.4","-2.2"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-09",,"0.0","0.0","6.1","-2.8","0.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-10",,"11.2","0.0","14.4","0.6","5.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-11",,"0.0","0.0","10.0","-4.4","-4.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-12",,"0.0","0.0","16.7","-4.4","-0.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-13",,"0.0","0.0","19.4","-1.1","-1.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-14",,"0.0","0.0","20.0","-1.1","12.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-15",,"0.0","0.0","23.9","7.2","13.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-16",,"38.4","0.0","23.9","5.0","5.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-17",,"0.8","0.0","10.0","-0.6","-0.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-18",,"0.0","0.0","3.3","-1.7","-1.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-19",,"0.0","0.0","15.6","-1.7","2.2"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-20",,"0.0","0.0","16.1","2.2","11.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-21",,"50.3","0.0","21.7","11.1","11.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-22",,"57.2","0.0","18.9","7.8","14.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-23",,"0.5","0.0","15.6","-5.0","5.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-24",,"1.0","0.0","17.2","4.4","7.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-25",,"0.0","0.0","17.2","1.7","1.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-26",,"2.5","0.0","15.0","1.7","2.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-27",,"15.0","0.0","9.4","2.8","6.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-02-28",,"0.0","0.0","9.4","5.0","5.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-01",,"0.0","0.0","12.2","5.0","9.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-02",,"0.3","0.0","15.6","7.8","7.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-03",,"0.0","0.0","11.1","0.6","1.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-04",,"0.8","0.0","12.2","1.7","6.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-05",,"0.5","0.0","15.6","6.7","13.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-06",,"16.3","0.0","20.6","11.7","11.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-07",,"0.3","0.0","12.8","5.6","6.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-08",,"0.0","0.0","22.8","3.9","12.2"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-09",,"0.0","0.0","18.3","11.7","15.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-10",,"0.0","0.0","23.9","3.3","3.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-11",,"0.0","0.0","21.1","2.8","5.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-12",,"0.0","0.0","24.4","5.6","6.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-13",,"0.0","0.0","25.6","6.7","15.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-14",,"49.0","0.0","23.3","12.8","13.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-15",,"0.0","0.0","20.6","8.3","8.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-16",,"0.0","0.0","21.7","8.3","12.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-17",,"7.4","0.0","18.9","12.8","13.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-18",,"3.8","0.0","17.2","13.3","13.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-19",,"23.1","0.0","21.7","11.1","13.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-20",,"0.0","0.0","25.6","7.2","8.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-21",,"0.0","0.0","26.7","6.7","8.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-22",,"0.0","0.0","18.3","3.9","11.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-23",,"0.0","0.0","18.3","8.9","12.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-24",,"0.0","0.0","22.8","3.9","6.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-25",,"0.0","0.0","25.6","6.7","8.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-26",,"0.0","0.0","25.0","5.0","14.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-27",,"0.0","0.0","21.1","8.3","10.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-28",,"0.0","0.0","27.2","10.0","16.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-29",,"3.3","0.0","27.8","6.7","6.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-30",,"2.0","0.0","10.6","2.2","6.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-03-31",,"0.0","0.0","14.4","-2.8","0.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-01",,"0.0","0.0","18.3","0.0","8.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-02",,"0.0","0.0","23.9","5.6","8.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-03",,"0.0","0.0","24.4","8.3","12.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-04",,"0.8","0.0","26.1","12.2","16.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-05",,"0.0","0.0","26.1","16.1","17.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-06",,"1.0","0.0","22.8","14.4","18.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-07",,"168.1","0.0","24.4","17.8","17.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-08",,"0.8","0.0","25.0","16.1","16.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-09",,"0.8","0.0","17.8","3.9","3.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-10",,"0.0","0.0","9.4","3.9","5.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-11",,"0.0","0.0","11.7","4.4","4.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-12",,"0.0","0.0","22.8","4.4","5.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-13",,"0.0","0.0","26.7","4.4","8.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-14",,"0.0","0.0","29.4","8.3","8.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-15",,"0.0","0.0","29.4","8.9","10.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-16",,"0.0","0.0","28.9","9.4","13.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-17",,"0.0","0.0","27.8","10.6","17.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-18",,"0.0","0.0","28.3","10.0","10.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-19",,"0.0","0.0","27.8","10.0","11.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-20",,"0.0","0.0","28.3","12.2","13.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-21",,"0.0","0.0","26.1","13.9","18.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-22",,"0.0","0.0","25.6","7.8","8.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-23",,"0.0","0.0","25.6","7.2","10.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-24",,"0.0","0.0","25.6","10.0","14.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-25",,"109.2","0.0","21.1","13.9","16.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-26",,"0.0","0.0","27.8","11.1","11.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-27",,"0.0","0.0","23.3","9.4","9.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-28",,"0.0","0.0","26.1","9.4","11.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-29",,"0.0","0.0","28.3","11.1","12.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-04-30",,"0.0","0.0","29.4","12.8","14.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-01",,"0.0","0.0","29.4","13.9","17.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-02",,"0.0","0.0","28.3","16.1","17.2"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-03",,"0.0","0.0","31.7","17.2","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-04",,"1.0","0.0","30.0","17.2","18.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-05",,"0.0","0.0","31.1","17.8","22.2"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-06",,"0.0","0.0","30.6","18.9","22.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-07",,"0.0","0.0","31.7","22.2","23.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-08",,"25.1","0.0","28.3","20.0","21.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-09",,"0.0","0.0","31.7","21.7","22.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-10",,"0.0","0.0","32.2","22.8","22.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-11",,"0.0","0.0","32.2","21.1","21.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-12",,"13.5","0.0","24.4","11.1","12.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-13",,"0.0","0.0","26.1","8.9","11.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-14",,"0.0","0.0","25.0","11.1","16.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-15",,"8.6","0.0","26.1","16.1","18.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-16",,"0.0","0.0","30.0","18.3","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-17",,"0.0","0.0","31.1","19.4","22.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-18",,"22.4","0.0","28.3","17.8","17.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-19",,"1.0","0.0","24.4","17.2","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-20",,"0.0","0.0","28.3","18.3","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-21",,"2.0","0.0","26.7","19.4","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-22",,"0.0","0.0","26.1","17.8","17.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-23",,"0.0","0.0","26.7","13.3","14.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-24",,"0.0","0.0","27.8","11.1","18.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-25",,"0.0","0.0","29.4","15.0","15.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-26",,"9.4","0.0","30.0","15.0","18.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-27",,"0.0","0.0","26.1","15.6","16.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-28",,"0.0","0.0","26.7","10.6","11.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-29",,"0.0","0.0","27.8","11.7","15.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-30",,"0.0","0.0","30.0","13.9","15.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-05-31",,"0.0","0.0","32.2","15.0","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-01",,"0.0","0.0","32.2","18.3","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-02",,"0.0","0.0","30.0","17.8","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-03",,"31.8","0.0","32.2","17.8","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-04",,"6.9","0.0","30.0","14.4","16.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-05",,"0.0","0.0","27.8","15.0","17.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-06",,"3.3","0.0","28.9","17.8","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-07",,"24.4","0.0","25.6","18.9","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-08",,"0.0","0.0","30.0","16.7","16.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-09",,"0.0","0.0","31.1","16.7","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-10",,"0.0","0.0","31.7","18.9","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-11",,"0.0","0.0","33.3","20.6","23.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-12",,"12.7","0.0","30.6","18.3","18.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-13",,"6.1","0.0","26.7","18.3","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-14",,"54.6","0.0","31.7","18.3","18.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-15",,"5.1","0.0","32.2","18.3","18.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-16",,"14.2","0.0","32.2","17.8","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-17",,"0.0","0.0","31.7","19.4","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-18",,"29.7","0.0","28.9","18.9","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-19",,"0.0","0.0","31.7","20.0","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-20",,"3.6","0.0","32.2","20.0","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-21",,"0.0","0.0","32.2","17.2","18.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-22",,"0.0","0.0","30.6","18.3","22.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-23",,"0.0","0.0","31.7","16.7","18.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-24",,"0.0","0.0","32.8","18.3","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-25",,"0.0","0.0","33.9","20.0","21.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-26",,"0.0","0.0","32.2","17.8","18.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-27",,"15.7","0.0","33.3","18.9","22.2"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-28",,"42.9","0.0","28.3","20.0","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-29",,"0.0","0.0","31.7","18.9","21.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-06-30",,"7.6","0.0","32.2","20.6","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-01",,"65.5","0.0","23.3","19.4","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-02",,"1.0","0.0","28.3","18.9","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-03",,"0.0","0.0","32.2","20.0","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-04",,"5.6","0.0","33.3","20.0","21.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-05",,"5.8","0.0","32.2","17.8","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-06",,"45.7","0.0","30.6","20.0","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-07",,"0.0","0.0","30.0","19.4","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-08",,"32.0","0.0","33.3","20.0","22.2"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-09",,"0.5","0.0","32.2","20.6","22.2"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-10",,"0.0","0.0","31.7","21.1","21.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-11",,"0.0","0.0","32.2","20.0","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-12",,"17.3","0.0","31.7","20.0","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-13",,"0.0","0.0","32.8","20.0","20.0"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-14",,"7.4","0.0","33.3","18.3","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-15",,"0.0","0.0","32.2","19.4","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-16",,"0.0","0.0","33.3","20.6","22.2"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-17",,"0.0","0.0","33.9","21.7","23.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-18",,"22.1","0.0","34.4","20.0","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-19",,"0.0","0.0","35.0","20.6","23.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-20",,"0.0","0.0","32.2","20.6","22.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-21",,"14.5","0.0","33.3","22.2","23.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-22",,"17.5","0.0","33.3","20.0","23.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-23",,"24.4","0.0","32.2","20.6","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-24",,"2.8","0.0","30.6","17.2","17.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-25",,"0.0","0.0","30.6","16.7","17.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-26",,"0.0","0.0","32.2","17.2","17.8"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-27",,"0.0","0.0","33.3","17.8","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-28",,"0.0","0.0","33.3","19.4","21.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-29",,"7.1","0.0","33.3","21.1","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-30",,"8.9","0.0","32.8","20.6","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-07-31",,"4.1","0.0","32.2","20.0","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-01",,"0.0","0.0","31.7","21.1","21.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-02",,"0.0","0.0","32.2","20.0","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-03",,"9.4","0.0","33.3","20.0","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-04",,"6.4","0.0","33.3","20.0","20.6"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-05",,"0.0","0.0","33.3","20.6","23.9"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-06",,"2.5","0.0","30.6","22.8","23.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-07",,"51.6","0.0","31.7","20.6","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-08",,"0.3","0.0","31.1","18.9","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-09",,"0.0","0.0","32.2","18.9","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-10",,"0.0","0.0","32.2","18.3","18.3"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-11",,"0.0","0.0","31.7","18.9","19.4"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-12",,"0.0","0.0","31.7","19.4","21.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-13",,"22.9","0.0","28.9","19.4","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-14",,"1.8","0.0","31.1","20.6","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-15",,"0.0","0.0","33.3","21.1","22.2"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-16",,"0.0","0.0","35.0","21.7","21.7"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-17",,"0.0","0.0","32.8","21.1","21.1"
"USC00226308","NEWTON EXPERIMENTAL STATION, MS US","2003-08-18",,"0.0","0.0","34.4","20.6","20.6"
